cell_type,sample,rank,gene,degree_centrality_all
Pericytes/SMC,KO_DM,6,Klf13,0.11505922165820642
Pericytes/SMC,KO_DM,7,E2f4,0.1116751269035533
Pericytes/SMC,KO_DM,8,Klf8,0.1065989847715736
Pericytes/SMC,KO_DM,9,Klf3,0.10490693739424704
Pericytes/SMC,KO_DM,10,Zbtb7a,0.10152284263959391
Pericytes/SMC,KO_DM,11,Erf,0.09644670050761421
Pericytes/SMC,KO_DM,12,Rad21,0.09475465313028765
Pericytes/SMC,KO_DM,13,Pparg,0.08798646362098139
Pericytes/SMC,KO_DM,14,Srf,0.08460236886632826
Pericytes/SMC,KO_DM,15,Zfp3,0.08121827411167512
Pericytes/SMC,KO_DM,16,Tcf4,0.08121827411167512
Pericytes/SMC,KO_DM,17,Fli1,0.07952622673434856
Pericytes/SMC,KO_DM,18,Smad1,0.07614213197969544
Pericytes/SMC,KO_DM,19,Xbp1,0.07445008460236886
Pericytes/SMC,KO_DM,20,Zbtb33,0.0727580372250423
Pericytes/SMC,WT_DM,1,Ebf1,0.19439579684763572
Pericytes/SMC,WT_DM,2,Prdm16,0.14711033274956217
Pericytes/SMC,WT_DM,3,Hey2,0.14535901926444833
Pericytes/SMC,WT_DM,4,Mef2c,0.1330998248686515
Pericytes/SMC,WT_DM,5,Klf3,0.1295971978984238
Pericytes/SMC,WT_DM,6,E2f4,0.12784588441331
Pericytes/SMC,WT_DM,7,Fli1,0.12609457092819615
Pericytes/SMC,WT_DM,8,Zbtb7a,0.12259194395796848
Pericytes/SMC,WT_DM,9,Prdm1,0.1190893169877408
Pericytes/SMC,WT_DM,10,Npas3,0.10507880910683012
Pericytes/SMC,WT_DM,11,Rad21,0.10332749562171628
Pericytes/SMC,WT_DM,12,Erf,0.10332749562171628
Pericytes/SMC,WT_DM,13,Xbp1,0.09632224168126094
Pericytes/SMC,WT_DM,14,Creb5,0.09457092819614711
Pericytes/SMC,WT_DM,15,Klf13,0.0893169877408056
Pericytes/SMC,WT_DM,16,Rora,0.0840630472854641
Pericytes/SMC,WT_DM,17,Smad1,0.0840630472854641
Pericytes/SMC,WT_DM,18,Klf8,0.07705779334500876
Pericytes/SMC,WT_DM,19,Tcf4,0.07180385288966724
Pericytes/SMC,WT_DM,20,Prdm11,0.06830122591943957
BasalEpi_Acta2+Trp63,KO_DM,1,Fli1,0.30998248686514884
BasalEpi_Acta2+Trp63,KO_DM,2,Zeb1,0.2329246935201401
BasalEpi_Acta2+Trp63,KO_DM,3,Stat1,0.22942206654991243
BasalEpi_Acta2+Trp63,KO_DM,4,Pax5,0.2171628721541156
BasalEpi_Acta2+Trp63,KO_DM,5,Mef2c,0.15761821366024517
BasalEpi_Acta2+Trp63,KO_DM,6,Pbx3,0.14711033274956217
BasalEpi_Acta2+Trp63,KO_DM,7,Creb5,0.13485113835376533
BasalEpi_Acta2+Trp63,KO_DM,8,Etv5,0.1330998248686515
BasalEpi_Acta2+Trp63,KO_DM,9,Zbtb7c,0.13134851138353765
BasalEpi_Acta2+Trp63,KO_DM,10,Npas3,0.12084063047285463
BasalEpi_Acta2+Trp63,KO_DM,11,E2f3,0.11558669001751314
BasalEpi_Acta2+Trp63,KO_DM,12,Bcl11a,0.11033274956217162
BasalEpi_Acta2+Trp63,KO_DM,13,Ehf,0.10157618213660245
BasalEpi_Acta2+Trp63,KO_DM,14,Ebf1,0.09457092819614711
BasalEpi_Acta2+Trp63,KO_DM,15,Bcl11b,0.09106830122591944
BasalEpi_Acta2+Trp63,KO_DM,16,Klf12,0.07705779334500876
BasalEpi_Acta2+Trp63,KO_DM,17,Patz1,0.07180385288966724
BasalEpi_Acta2+Trp63,KO_DM,18,Ikzf1,0.07005253940455342
BasalEpi_Acta2+Trp63,KO_DM,19,Trp63,0.06830122591943957
BasalEpi_Acta2+Trp63,KO_DM,20,Lef1,0.06830122591943957
BasalEpi_Acta2+Trp63,WT_DM,1,Stat1,0.249185667752443
BasalEpi_Acta2+Trp63,WT_DM,2,Zeb1,0.24267100977198697
BasalEpi_Acta2+Trp63,WT_DM,3,Fli1,0.2280130293159609
BasalEpi_Acta2+Trp63,WT_DM,4,Zbtb7c,0.15472312703583063
BasalEpi_Acta2+Trp63,WT_DM,5,Mef2c,0.15309446254071662
BasalEpi_Acta2+Trp63,WT_DM,6,Ehf,0.14006514657980457
BasalEpi_Acta2+Trp63,WT_DM,7,Pax5,0.13680781758957655
BasalEpi_Acta2+Trp63,WT_DM,8,Bcl11a,0.11889250814332247
BasalEpi_Acta2+Trp63,WT_DM,9,Creb5,0.10749185667752444
BasalEpi_Acta2+Trp63,WT_DM,10,Npas3,0.09120521172638436
BasalEpi_Acta2+Trp63,WT_DM,11,Plagl1,0.09120521172638436
BasalEpi_Acta2+Trp63,WT_DM,12,Etv5,0.08794788273615635
BasalEpi_Acta2+Trp63,WT_DM,13,Klf12,0.08469055374592833
BasalEpi_Acta2+Trp63,WT_DM,14,Patz1,0.08143322475570032
BasalEpi_Acta2+Trp63,WT_DM,15,Grhl1,0.07003257328990228
BasalEpi_Acta2+Trp63,WT_DM,16,Pbx3,0.07003257328990228
BasalEpi_Acta2+Trp63,WT_DM,17,E2f3,0.06677524429967427
BasalEpi_Acta2+Trp63,WT_DM,18,Bcl11b,0.06677524429967427
BasalEpi_Acta2+Trp63,WT_DM,19,Smad1,0.06026058631921824
BasalEpi_Acta2+Trp63,WT_DM,20,Tcf7l2,0.05863192182410423
Adipocyte,KO_DM,1,Ets1,0.2558139534883721
Adipocyte,KO_DM,2,Plagl1,0.20764119601328904
Adipocyte,KO_DM,3,Ppargc1a,0.20431893687707642
Adipocyte,KO_DM,4,Ppara,0.1760797342192691
Adipocyte,KO_DM,5,Ebf1,0.16943521594684385
Adipocyte,KO_DM,6,Mlxipl,0.16611295681063123
Adipocyte,KO_DM,7,Klf12,0.12292358803986711
Adipocyte,KO_DM,8,Esr1,0.11794019933554817
Adipocyte,KO_DM,9,Foxo3,0.10465116279069768
Adipocyte,KO_DM,10,Nfia,0.10132890365448505
Adipocyte,KO_DM,11,Esrrg,0.10132890365448505
Adipocyte,KO_DM,12,Tcf7l2,0.09634551495016612
Adipocyte,KO_DM,13,Fli1,0.09634551495016612
Adipocyte,KO_DM,14,Runx1,0.07973421926910298
Adipocyte,KO_DM,15,Ehf,0.07308970099667775
Adipocyte,KO_DM,16,Mef2c,0.07308970099667775
Adipocyte,KO_DM,17,Npas3,0.07308970099667775
Adipocyte,KO_DM,18,Stat1,0.0681063122923588
Adipocyte,KO_DM,19,Bcl11b,0.0664451827242525
Adipocyte,KO_DM,20,Pbx1,0.06478405315614617
Adipocyte,WT_DM,1,Plagl1,0.22772277227722773
Adipocyte,WT_DM,2,Ppargc1a,0.21782178217821782
Adipocyte,WT_DM,3,Ets1,0.20132013201320131
Adipocyte,WT_DM,4,Ebf1,0.19471947194719472
Adipocyte,WT_DM,5,Ppara,0.16666666666666666
Adipocyte,WT_DM,6,Mlxipl,0.1485148514851485
Adipocyte,WT_DM,7,Nfia,0.13366336633663367
Adipocyte,WT_DM,8,Esr1,0.12871287128712872
Adipocyte,WT_DM,9,Stat1,0.12706270627062707
Adipocyte,WT_DM,10,Fli1,0.1254125412541254
Adipocyte,WT_DM,11,Esrrg,0.10561056105610561
Adipocyte,WT_DM,12,Zbtb7c,0.09900990099009901
Adipocyte,WT_DM,13,Npas3,0.08250825082508251
Adipocyte,WT_DM,14,Klf12,0.07920792079207921
Adipocyte,WT_DM,15,Tcf7l2,0.07590759075907591
Adipocyte,WT_DM,16,Foxo3,0.07260726072607261
Adipocyte,WT_DM,17,Runx1,0.06930693069306931
Adipocyte,WT_DM,18,Pparg,0.06765676567656766
Adipocyte,WT_DM,19,Ehf,0.06435643564356436
Adipocyte,WT_DM,20,Bcl11b,0.0627062706270627
Endothelials,KO_DM,1,Klf12,0.2926829268292683
Endothelials,KO_DM,2,Sin3a,0.2101313320825516
Endothelials,KO_DM,3,Ebf1,0.1350844277673546
Endothelials,KO_DM,4,Fli1,0.1350844277673546
Endothelials,KO_DM,5,Zeb1,0.13320825515947468
Endothelials,KO_DM,6,Klf2,0.1294559099437148
Endothelials,KO_DM,7,Mef2c,0.1275797373358349
Endothelials,KO_DM,8,Pparg,0.12570356472795496
Endothelials,KO_DM,9,Klf8,0.11444652908067542
Endothelials,KO_DM,10,Npas3,0.10881801125703565
Endothelials,KO_DM,11,Chd2,0.10694183864915573
Endothelials,KO_DM,12,Prdm16,0.10318949343339587
Endothelials,KO_DM,13,Maf,0.08818011257035648
Endothelials,KO_DM,14,Foxp4,0.08630393996247655
Endothelials,KO_DM,15,Elf5,0.07879924953095685
Endothelials,KO_DM,16,Etv6,0.07879924953095685
Endothelials,KO_DM,17,Ar,0.075046904315197
Endothelials,KO_DM,18,Nfib,0.06941838649155722
Endothelials,KO_DM,19,Lhx6,0.06941838649155722
Endothelials,KO_DM,20,Tbp,0.06191369606003752
Endothelials,WT_DM,1,Klf12,0.21722846441947566
Endothelials,WT_DM,2,Zeb1,0.15168539325842698
Endothelials,WT_DM,3,Klf2,0.14794007490636704
Endothelials,WT_DM,4,Ebf1,0.1441947565543071
Endothelials,WT_DM,5,Klf8,0.14232209737827714
Endothelials,WT_DM,6,Sin3a,0.1348314606741573
Endothelials,WT_DM,7,Npas3,0.10861423220973783
Endothelials,WT_DM,8,Fli1,0.10674157303370786
Endothelials,WT_DM,9,Pparg,0.10112359550561797
Endothelials,WT_DM,10,Mef2c,0.10112359550561797
Endothelials,WT_DM,11,E2f1,0.09925093632958802
Endothelials,WT_DM,12,Chd2,0.09550561797752809
Endothelials,WT_DM,13,Tbp,0.08239700374531835
Endothelials,WT_DM,14,Elk4,0.07865168539325842
Endothelials,WT_DM,15,Tcf4,0.07677902621722846
Endothelials,WT_DM,16,Xbp1,0.0749063670411985
Endothelials,WT_DM,17,Ar,0.07116104868913857
Endothelials,WT_DM,18,Etv6,0.07116104868913857
Endothelials,WT_DM,19,Nfib,0.07116104868913857
Endothelials,WT_DM,20,Prdm16,0.07116104868913857
Fibroblasts,KO_DM,1,Tcf7l2,0.2509578544061303
Fibroblasts,KO_DM,2,Ets1,0.23563218390804597
Fibroblasts,KO_DM,3,Pax5,0.2164750957854406
Fibroblasts,KO_DM,4,Mef2c,0.20306513409961685
Fibroblasts,KO_DM,5,E2f7,0.20114942528735633
Fibroblasts,KO_DM,6,Creb5,0.18199233716475097
Fibroblasts,KO_DM,7,Irf4,0.1781609195402299
Fibroblasts,KO_DM,8,Zeb1,0.15708812260536398
Fibroblasts,KO_DM,9,Runx2,0.15517241379310345
Fibroblasts,KO_DM,10,Gata3,0.13793103448275862
Fibroblasts,KO_DM,11,Ebf1,0.12643678160919541
Fibroblasts,KO_DM,12,Fli1,0.12452107279693486
Fibroblasts,KO_DM,13,Klf4,0.12452107279693486
Fibroblasts,KO_DM,14,Mbd1,0.10727969348659004
Fibroblasts,KO_DM,15,Tcf4,0.09961685823754789
Fibroblasts,KO_DM,16,Ebf3,0.09386973180076628
Fibroblasts,KO_DM,17,Runx1,0.08620689655172414
Fibroblasts,KO_DM,18,Nfia,0.08620689655172414
Fibroblasts,KO_DM,19,Mitf,0.06513409961685823
Fibroblasts,KO_DM,20,Pbx3,0.06130268199233716
Fibroblasts,WT_DM,1,E2f7,0.31868131868131866
Fibroblasts,WT_DM,2,Ets1,0.23443223443223443
Fibroblasts,WT_DM,3,Creb5,0.1794871794871795
Fibroblasts,WT_DM,4,Mbd1,0.1794871794871795
Fibroblasts,WT_DM,5,Irf4,0.16483516483516483
Fibroblasts,WT_DM,6,Zeb1,0.15567765567765568
Fibroblasts,WT_DM,7,Tcf7l2,0.152014652014652
Fibroblasts,WT_DM,8,Pax5,0.14835164835164835
Fibroblasts,WT_DM,9,Fli1,0.14652014652014653
Fibroblasts,WT_DM,10,Runx2,0.1446886446886447
Fibroblasts,WT_DM,11,Mef2c,0.12087912087912088
Fibroblasts,WT_DM,12,Ebf3,0.11355311355311355
Fibroblasts,WT_DM,13,Ebf1,0.10989010989010989
Fibroblasts,WT_DM,14,Tcf4,0.10622710622710622
Fibroblasts,WT_DM,15,Mitf,0.10073260073260074
Fibroblasts,WT_DM,16,Klf4,0.10073260073260074
Fibroblasts,WT_DM,17,Foxj3,0.08241758241758242
Fibroblasts,WT_DM,18,Pbx3,0.08058608058608059
Fibroblasts,WT_DM,19,Nfia,0.07875457875457875
Fibroblasts,WT_DM,20,Gata3,0.07692307692307693
Tcells,KO_DM,1,Stat1,0.24180327868852458
Tcells,KO_DM,2,Bach2,0.19262295081967212
Tcells,KO_DM,3,Klf12,0.18442622950819673
Tcells,KO_DM,4,Runx3,0.16188524590163936
Tcells,KO_DM,5,Foxp3,0.1598360655737705
Tcells,KO_DM,6,Pou2f2,0.1598360655737705
Tcells,KO_DM,7,Maf,0.14549180327868852
Tcells,KO_DM,8,Nfkb1,0.13729508196721313
Tcells,KO_DM,9,Ikzf2,0.13524590163934427
Tcells,KO_DM,10,Sp4,0.13319672131147542
Tcells,KO_DM,11,Pbx3,0.1168032786885246
Tcells,KO_DM,12,Etv6,0.11475409836065574
Tcells,KO_DM,13,Runx2,0.10655737704918032
Tcells,KO_DM,14,Yy1,0.09836065573770492
Tcells,KO_DM,15,Runx1,0.09836065573770492
Tcells,KO_DM,16,Smad1,0.09221311475409837
Tcells,KO_DM,17,Foxp1,0.09221311475409837
Tcells,KO_DM,18,Nr3c2,0.09016393442622951
Tcells,KO_DM,19,Ahr,0.0860655737704918
Tcells,KO_DM,20,Foxn3,0.08401639344262295
Tcells,WT_DM,1,Stat1,0.23922413793103448
Tcells,WT_DM,2,Klf12,0.2349137931034483
Tcells,WT_DM,3,Bach2,0.20043103448275862
Tcells,WT_DM,4,Pou2f2,0.1788793103448276
Tcells,WT_DM,5,Maf,0.17025862068965517
Tcells,WT_DM,6,Sp4,0.16810344827586207
Tcells,WT_DM,7,Foxp3,0.15732758620689655
Tcells,WT_DM,8,Ahr,0.1400862068965517
Tcells,WT_DM,9,Runx3,0.13793103448275862
Tcells,WT_DM,10,Pbx3,0.13793103448275862
Tcells,WT_DM,11,Nfkb1,0.1336206896551724
Tcells,WT_DM,12,Egr2,0.125
Tcells,WT_DM,13,Etv6,0.1206896551724138
Tcells,WT_DM,14,Twist2,0.11422413793103449
Tcells,WT_DM,15,Smad1,0.10991379310344827
Tcells,WT_DM,16,Ikzf2,0.10344827586206896
Tcells,WT_DM,17,Foxp1,0.09913793103448276
Tcells,WT_DM,18,Runx2,0.09913793103448276
Tcells,WT_DM,19,Yy1,0.09913793103448276
Tcells,WT_DM,20,Nr3c2,0.09698275862068965
DCs,KO_DM,1,Pou2f2,0.1527331189710611
DCs,KO_DM,2,Atf3,0.12540192926045016
DCs,KO_DM,3,Fli1,0.12218649517684887
DCs,KO_DM,4,Etv6,0.11414790996784566
DCs,KO_DM,5,Tcf7l2,0.11254019292604502
DCs,KO_DM,6,Zeb1,0.10771704180064309
DCs,KO_DM,7,Pbx3,0.10128617363344052
DCs,KO_DM,8,Zbtb7c,0.09967845659163987
DCs,KO_DM,9,Ebf1,0.0932475884244373
DCs,KO_DM,10,Zbtb7a,0.0932475884244373
DCs,KO_DM,11,Sp4,0.09163987138263666
DCs,KO_DM,12,Foxa1,0.08360128617363344
DCs,KO_DM,13,Prdm1,0.07717041800643087
DCs,KO_DM,14,Foxj3,0.07395498392282958
DCs,KO_DM,15,Ppargc1a,0.07395498392282958
DCs,KO_DM,16,Arnt,0.07395498392282958
DCs,KO_DM,17,Runx2,0.07234726688102894
DCs,KO_DM,18,Creb5,0.06270096463022508
DCs,KO_DM,19,Irf6,0.06109324758842444
DCs,KO_DM,20,Klf12,0.06109324758842444
DCs,WT_DM,1,Zeb1,0.16556291390728478
DCs,WT_DM,2,Prdm1,0.152317880794702
DCs,WT_DM,3,Atf3,0.12748344370860928
DCs,WT_DM,4,Tcf7l2,0.12417218543046357
DCs,WT_DM,5,Sp2,0.1076158940397351
DCs,WT_DM,6,Foxa1,0.10596026490066225
DCs,WT_DM,7,Pou2f2,0.09768211920529801
DCs,WT_DM,8,Sp4,0.09437086092715231
DCs,WT_DM,9,Etv6,0.09105960264900662
DCs,WT_DM,10,Arnt,0.08774834437086093
DCs,WT_DM,11,Zbtb7a,0.08443708609271523
DCs,WT_DM,12,Pbx3,0.07947019867549669
DCs,WT_DM,13,Ebf1,0.076158940397351
DCs,WT_DM,14,Vezf1,0.07119205298013245
DCs,WT_DM,15,Klf12,0.07119205298013245
DCs,WT_DM,16,Plagl1,0.06456953642384106
DCs,WT_DM,17,Patz1,0.06456953642384106
DCs,WT_DM,18,Rfx1,0.06456953642384106
DCs,WT_DM,19,Tfcp2,0.06456953642384106
DCs,WT_DM,20,Nr4a3,0.06456953642384106
Myeloid_cells,KO_DM,1,Stat1,0.26964285714285713
Myeloid_cells,KO_DM,2,Maf,0.25
Myeloid_cells,KO_DM,3,Tcf7l2,0.19285714285714287
Myeloid_cells,KO_DM,4,Bcl11a,0.16607142857142856
Myeloid_cells,KO_DM,5,Irf8,0.14285714285714285
Myeloid_cells,KO_DM,6,Runx3,0.11964285714285715
Myeloid_cells,KO_DM,7,Rbpj,0.10892857142857143
Myeloid_cells,KO_DM,8,Runx2,0.09107142857142857
Myeloid_cells,KO_DM,9,Klf2,0.08928571428571429
Myeloid_cells,KO_DM,10,Nfatc2,0.0875
Myeloid_cells,KO_DM,11,Bhlhe40,0.08214285714285714
Myeloid_cells,KO_DM,12,Ccnt2,0.08035714285714286
Myeloid_cells,KO_DM,13,Hivep2,0.07678571428571429
Myeloid_cells,KO_DM,14,Mlxipl,0.07321428571428572
Myeloid_cells,KO_DM,15,Etv5,0.07142857142857142
Myeloid_cells,KO_DM,16,Hdac2,0.07142857142857142
Myeloid_cells,KO_DM,17,Pou2f2,0.07142857142857142
Myeloid_cells,KO_DM,18,Zfp3,0.06964285714285715
Myeloid_cells,KO_DM,19,Spib,0.06964285714285715
Myeloid_cells,KO_DM,20,Mitf,0.06785714285714285
Myeloid_cells,WT_DM,1,Stat1,0.25616698292220114
Myeloid_cells,WT_DM,2,Maf,0.20683111954459202
Myeloid_cells,WT_DM,3,Bcl11a,0.1954459203036053
Myeloid_cells,WT_DM,4,Tcf7l2,0.16698292220113853
Myeloid_cells,WT_DM,5,Irf8,0.12903225806451613
Myeloid_cells,WT_DM,6,Runx3,0.127134724857685
Myeloid_cells,WT_DM,7,Klf2,0.12333965844402277
Myeloid_cells,WT_DM,8,Nfatc2,0.1062618595825427
Myeloid_cells,WT_DM,9,Etv5,0.09867172675521822
Myeloid_cells,WT_DM,10,Hdac2,0.09297912713472485
Myeloid_cells,WT_DM,11,Rbpj,0.09297912713472485
Myeloid_cells,WT_DM,12,Runx2,0.09297912713472485
Myeloid_cells,WT_DM,13,Pou2f2,0.0872865275142315
Myeloid_cells,WT_DM,14,Bhlhe40,0.08538899430740038
Myeloid_cells,WT_DM,15,Tcf4,0.07969639468690702
Myeloid_cells,WT_DM,16,Hivep2,0.0777988614800759
Myeloid_cells,WT_DM,17,Etv6,0.07590132827324478
Myeloid_cells,WT_DM,18,Thrb,0.07590132827324478
Myeloid_cells,WT_DM,19,Zfp3,0.07400379506641366
Myeloid_cells,WT_DM,20,Mitf,0.07400379506641366
Epi_proliferating,KO_DM,1,Tcf7l2,0.2693452380952381
Epi_proliferating,KO_DM,2,Ets1,0.18898809523809523
Epi_proliferating,KO_DM,3,Fli1,0.16517857142857142
Epi_proliferating,KO_DM,4,Pax5,0.14434523809523808
Epi_proliferating,KO_DM,5,Tfap2b,0.13839285714285715
