cell_type,rank,gene,degree_centrality_all
Bcells,43,Klf2,0.028622540250447227
Bcells,44,Tcf15,0.028622540250447227
Bcells,45,Elf4,0.028622540250447227
Bcells,46,Ikzf1,0.028622540250447227
Bcells,47,Dock2,0.028622540250447227
Bcells,48,Maf,0.026833631484794274
Bcells,49,Tfcp2l1,0.026833631484794274
Bcells,50,Trps1,0.025044722719141325
DCs,1,Zeb1,0.20463320463320464
DCs,2,Pbx3,0.1640926640926641
DCs,3,Egr1,0.1640926640926641
DCs,4,Mbd1,0.13706563706563707
DCs,5,Ebf1,0.13513513513513514
DCs,6,Maf,0.1274131274131274
DCs,7,Fosl2,0.12355212355212356
DCs,8,Zbtb7c,0.12162162162162163
DCs,9,Klf12,0.1138996138996139
DCs,10,Klf8,0.11196911196911197
DCs,11,Pou2f2,0.10810810810810811
DCs,12,Tcf7l2,0.10617760617760617
DCs,13,Irf8,0.10424710424710425
DCs,14,Mafa,0.10424710424710425
DCs,15,Stat1,0.10231660231660232
DCs,16,Tcf4,0.10231660231660232
DCs,17,Spi1,0.10231660231660232
DCs,18,Rel,0.10038610038610038
DCs,19,Nfia,0.08108108108108109
DCs,20,Trp63,0.08108108108108109
DCs,21,Rora,0.07722007722007722
DCs,22,Foxn3,0.07722007722007722
DCs,23,Fli1,0.07528957528957529
DCs,24,Ets1,0.06756756756756757
DCs,25,Batf3,0.06756756756756757
DCs,26,Mitf,0.06756756756756757
DCs,27,Sp4,0.06563706563706563
DCs,28,Nfatc2,0.06177606177606178
DCs,29,Nr2f1,0.059845559845559844
DCs,30,Pbx1,0.05791505791505792
DCs,31,Nfib,0.05791505791505792
DCs,32,Lyl1,0.05791505791505792
DCs,33,Npas3,0.05791505791505792
DCs,34,Nr4a3,0.055984555984555984
DCs,35,Jdp2,0.05405405405405406
DCs,36,Klf4,0.05405405405405406
DCs,37,Prrx1,0.05019305019305019
DCs,38,Mafb,0.05019305019305019
DCs,39,Creb5,0.04826254826254826
DCs,40,Bcl11b,0.0444015444015444
DCs,41,Foxp3,0.04054054054054054
DCs,42,Tfap2b,0.03861003861003861
DCs,43,Msc,0.03667953667953668
DCs,44,Egfr,0.03474903474903475
DCs,45,Auts2,0.03474903474903475
DCs,46,Nfatc1,0.032818532818532815
DCs,47,Arhgap15,0.032818532818532815
DCs,48,Dock2,0.032818532818532815
DCs,49,Rbms3,0.032818532818532815
DCs,50,Ikzf1,0.032818532818532815
Endothelials,1,Tcf7l2,0.24511930585683298
Endothelials,2,Ets1,0.22125813449023862
Endothelials,3,Sp4,0.21691973969631237
Endothelials,4,Klf12,0.1648590021691974
Endothelials,5,Ehf,0.14967462039045554
Endothelials,6,Stat1,0.14099783080260303
Endothelials,7,Mef2c,0.1301518438177874
Endothelials,8,Ebf1,0.12581344902386118
Endothelials,9,Elf5,0.12364425162689804
Endothelials,10,Klf2,0.12147505422993492
Endothelials,11,Fli1,0.1193058568329718
Endothelials,12,Egr1,0.10845986984815618
Endothelials,13,Npas3,0.10845986984815618
Endothelials,14,Pax5,0.10629067245119306
Endothelials,15,Bcl11a,0.10412147505422993
Endothelials,16,Nfib,0.1019522776572668
Endothelials,17,Ahr,0.1019522776572668
Endothelials,18,Zeb1,0.09978308026030369
Endothelials,19,Pou2f2,0.08026030368763558
Endothelials,20,Erg,0.07809110629067245
Endothelials,21,Tfap2b,0.07592190889370933
Endothelials,22,Bach2,0.07592190889370933
Endothelials,23,Tcf15,0.07592190889370933
Endothelials,24,Pbx3,0.07158351409978309
Endothelials,25,Tal1,0.07158351409978309
Endothelials,26,Pbx1,0.07158351409978309
Endothelials,27,Bcl11b,0.06724511930585683
Endothelials,28,Creb5,0.06724511930585683
Endothelials,29,Runx3,0.06724511930585683
Endothelials,30,Foxn3,0.06290672451193059
Endothelials,31,Rora,0.06290672451193059
Endothelials,32,Nfia,0.06290672451193059
Endothelials,33,Mecom,0.06290672451193059
Endothelials,34,Rel,0.06290672451193059
Endothelials,35,Foxp1,0.05639913232104121
Endothelials,36,Lef1,0.05639913232104121
Endothelials,37,Klf4,0.05639913232104121
Endothelials,38,Nfatc2,0.05639913232104121
Endothelials,39,Irf8,0.052060737527114966
Endothelials,40,Hey2,0.052060737527114966
Endothelials,41,Nfatc1,0.049891540130151846
Endothelials,42,Skap1,0.049891540130151846
Endothelials,43,Klf8,0.049891540130151846
Endothelials,44,BC006965,0.04772234273318872
Endothelials,45,Tcf4,0.04772234273318872
Endothelials,46,Ikzf2,0.04338394793926247
Endothelials,47,Arhgap15,0.04338394793926247
Endothelials,48,Erbb4,0.04338394793926247
Endothelials,49,Dock2,0.04121475054229935
Endothelials,50,Trps1,0.039045553145336226
Epi_Ctr9+,1,Tfap2b,0.2385496183206107
Epi_Ctr9+,2,Zeb1,0.22137404580152673
Epi_Ctr9+,3,Ebf1,0.1946564885496183
Epi_Ctr9+,4,Klf12,0.1946564885496183
Epi_Ctr9+,5,Tcf7l2,0.13549618320610687
Epi_Ctr9+,6,Pbx3,0.1316793893129771
Epi_Ctr9+,7,Pgr,0.1316793893129771
Epi_Ctr9+,8,Mlxipl,0.1316793893129771
Epi_Ctr9+,9,Zbtb7c,0.1183206106870229
Epi_Ctr9+,10,Maf,0.11450381679389313
Epi_Ctr9+,11,Stat1,0.10877862595419847
Epi_Ctr9+,12,Ets1,0.09732824427480916
Epi_Ctr9+,13,Foxn3,0.08969465648854962
Epi_Ctr9+,14,Ehf,0.08969465648854962
Epi_Ctr9+,15,Trp63,0.08587786259541985
Epi_Ctr9+,16,Elf5,0.08396946564885496
Epi_Ctr9+,17,Npas3,0.07824427480916031
Epi_Ctr9+,18,Mbd1,0.07633587786259542
Epi_Ctr9+,19,Creb5,0.07442748091603053
Epi_Ctr9+,20,Irf4,0.07251908396946564
Epi_Ctr9+,21,Ebf3,0.07061068702290077
Epi_Ctr9+,22,Klf8,0.07061068702290077
Epi_Ctr9+,23,Nfia,0.06870229007633588
Epi_Ctr9+,24,Pparg,0.06870229007633588
Epi_Ctr9+,25,Mef2c,0.06297709923664122
Epi_Ctr9+,26,Prdm16,0.05534351145038168
Epi_Ctr9+,27,Ppara,0.05343511450381679
Epi_Ctr9+,28,Nfatc2,0.04961832061068702
Epi_Ctr9+,29,Zbtb16,0.04580152671755725
Epi_Ctr9+,30,Tcf4,0.04389312977099236
Epi_Ctr9+,31,Nr2f1,0.04389312977099236
Epi_Ctr9+,32,Ppargc1a,0.04389312977099236
Epi_Ctr9+,33,Sp4,0.04198473282442748
Epi_Ctr9+,34,Mafb,0.04198473282442748
Epi_Ctr9+,35,Bach2,0.04198473282442748
Epi_Ctr9+,36,Fli1,0.03816793893129771
Epi_Ctr9+,37,Egr1,0.03816793893129771
Epi_Ctr9+,38,Ahr,0.03625954198473282
Epi_Ctr9+,39,Pbx1,0.03625954198473282
Epi_Ctr9+,40,Mitf,0.03625954198473282
Epi_Ctr9+,41,Klf4,0.03435114503816794
Epi_Ctr9+,42,Rel,0.03435114503816794
Epi_Ctr9+,43,Rora,0.03244274809160305
Epi_Ctr9+,44,Cd200,0.03244274809160305
Epi_Ctr9+,45,Prlr,0.030534351145038167
Epi_Ctr9+,46,Bcl11b,0.030534351145038167
Epi_Ctr9+,47,Bcl11a,0.02862595419847328
Epi_Ctr9+,48,Foxp1,0.02862595419847328
Epi_Ctr9+,49,Auts2,0.02862595419847328
Epi_Ctr9+,50,Chpt1,0.026717557251908396
Epi_Kit+Elf5+,1,Tcf7l2,0.24608501118568232
Epi_Kit+Elf5+,2,Tfap2b,0.19015659955257272
Epi_Kit+Elf5+,3,Elf5,0.18791946308724833
Epi_Kit+Elf5+,4,Klf12,0.17225950782997762
Epi_Kit+Elf5+,5,Npas3,0.1610738255033557
Epi_Kit+Elf5+,6,Klf4,0.1610738255033557
Epi_Kit+Elf5+,7,Ehf,0.14988814317673377
Epi_Kit+Elf5+,8,Creb5,0.12304250559284116
Epi_Kit+Elf5+,9,Sp4,0.12080536912751678
Epi_Kit+Elf5+,10,Stat1,0.12080536912751678
Epi_Kit+Elf5+,11,Ets1,0.11409395973154363
Epi_Kit+Elf5+,12,Nfia,0.10961968680089486
Epi_Kit+Elf5+,13,Ebf1,0.10961968680089486
Epi_Kit+Elf5+,14,Klf2,0.10738255033557047
Epi_Kit+Elf5+,15,Foxn3,0.10738255033557047
Epi_Kit+Elf5+,16,Nfib,0.10514541387024609
Epi_Kit+Elf5+,17,Zeb1,0.10514541387024609
Epi_Kit+Elf5+,18,Nfatc1,0.10067114093959731
Epi_Kit+Elf5+,19,Fli1,0.09619686800894854
Epi_Kit+Elf5+,20,Zbtb7c,0.09619686800894854
Epi_Kit+Elf5+,21,Maf,0.0894854586129754
Epi_Kit+Elf5+,22,Pou2f2,0.08501118568232663
Epi_Kit+Elf5+,23,Rora,0.08277404921700224
Epi_Kit+Elf5+,24,Tal1,0.08053691275167785
Epi_Kit+Elf5+,25,Ahr,0.07829977628635347
Epi_Kit+Elf5+,26,Rel,0.07606263982102908
Epi_Kit+Elf5+,27,Dlg2,0.0738255033557047
Epi_Kit+Elf5+,28,Pbx3,0.06935123042505593
Epi_Kit+Elf5+,29,Mef2c,0.06487695749440715
Epi_Kit+Elf5+,30,Pbx1,0.06487695749440715
Epi_Kit+Elf5+,31,Deptor,0.06487695749440715
Epi_Kit+Elf5+,32,Pgr,0.06487695749440715
Epi_Kit+Elf5+,33,Celf2,0.06040268456375839
Epi_Kit+Elf5+,34,Bach2,0.06040268456375839
Epi_Kit+Elf5+,35,Pax5,0.058165548098434
Epi_Kit+Elf5+,36,Trf,0.05592841163310962
Epi_Kit+Elf5+,37,Csmd1,0.053691275167785234
Epi_Kit+Elf5+,38,Tcf4,0.053691275167785234
Epi_Kit+Elf5+,39,Ltbp1,0.053691275167785234
Epi_Kit+Elf5+,40,Mbd1,0.05145413870246085
Epi_Kit+Elf5+,41,Nfatc2,0.04697986577181208
Epi_Kit+Elf5+,42,Irf4,0.04697986577181208
Epi_Kit+Elf5+,43,Ppargc1a,0.0447427293064877
Epi_Kit+Elf5+,44,Gabrg3,0.0447427293064877
Epi_Kit+Elf5+,45,2610307P16Rik,0.042505592841163314
Epi_Kit+Elf5+,46,Lars2,0.042505592841163314
Epi_Kit+Elf5+,47,Erbb4,0.042505592841163314
Epi_Kit+Elf5+,48,Fam20a,0.042505592841163314
Epi_Kit+Elf5+,49,Barx2,0.040268456375838924
Epi_Kit+Elf5+,50,Gpc6,0.040268456375838924
Epi_proliferating,1,Pbx3,0.2992125984251969
Epi_proliferating,2,Tcf7l2,0.20275590551181102
Epi_proliferating,3,Ehf,0.19291338582677164
Epi_proliferating,4,Elf5,0.16338582677165353
Epi_proliferating,5,Mef2c,0.1515748031496063
Epi_proliferating,6,Trp63,0.14960629921259844
Epi_proliferating,7,Klf12,0.14763779527559054
Epi_proliferating,8,Jdp2,0.14763779527559054
Epi_proliferating,9,Bcl11a,0.13976377952755906
Epi_proliferating,10,Ets1,0.13385826771653545
Epi_proliferating,11,Stat1,0.12007874015748031
Epi_proliferating,12,Pax5,0.11614173228346457
Epi_proliferating,13,Mbd1,0.10826771653543307
Epi_proliferating,14,Zbtb7c,0.1062992125984252
Epi_proliferating,15,Sp4,0.10236220472440945
Epi_proliferating,16,Nfib,0.08267716535433071
Epi_proliferating,17,Pou2f2,0.08267716535433071
Epi_proliferating,18,Npas3,0.08267716535433071
Epi_proliferating,19,Egr1,0.07874015748031496
Epi_proliferating,20,Ahr,0.07874015748031496
Epi_proliferating,21,Tfap2b,0.07677165354330709
Epi_proliferating,22,Fli1,0.07677165354330709
Epi_proliferating,23,Creb5,0.07283464566929133
Epi_proliferating,24,Mafa,0.0688976377952756
Epi_proliferating,25,Tcf4,0.06692913385826772
Epi_proliferating,26,Nfatc2,0.06496062992125984
Epi_proliferating,27,Bcl11b,0.0610236220472441
Epi_proliferating,28,Foxn3,0.05905511811023622
Epi_proliferating,29,Ascl2,0.05708661417322835
Epi_proliferating,30,Klf2,0.051181102362204724
Epi_proliferating,31,Zeb1,0.051181102362204724
Epi_proliferating,32,Klf8,0.04921259842519685
Epi_proliferating,33,Pbx1,0.047244094488188976
Epi_proliferating,34,Rora,0.047244094488188976
Epi_proliferating,35,Tfcp2l1,0.04330708661417323
Epi_proliferating,36,Ebf1,0.04133858267716536
Epi_proliferating,37,Nfia,0.03740157480314961
Epi_proliferating,38,Rbpms,0.03543307086614173
Epi_proliferating,39,Ikzf1,0.03543307086614173
Epi_proliferating,40,Hey2,0.03543307086614173
Epi_proliferating,41,Myh11,0.031496062992125984
Epi_proliferating,42,Skap1,0.031496062992125984
Epi_proliferating,43,Arhgap15,0.031496062992125984
Epi_proliferating,44,Fhod3,0.031496062992125984
Epi_proliferating,45,Kcnq5,0.031496062992125984
Epi_proliferating,46,Erbb4,0.031496062992125984
Epi_proliferating,47,Pgr,0.02952755905511811
Epi_proliferating,48,Kazn,0.02952755905511811
Epi_proliferating,49,Prkg1,0.027559055118110236
Epi_proliferating,50,Nfatc1,0.027559055118110236
Fibroblasts,1,Zeb1,0.20108695652173914
Fibroblasts,2,Tcf7l2,0.18659420289855072
Fibroblasts,3,Ets1,0.16666666666666666
Fibroblasts,4,Ebf1,0.1539855072463768
Fibroblasts,5,Mbd1,0.1358695652173913
Fibroblasts,6,Pbx3,0.11594202898550725
Fibroblasts,7,Maf,0.11594202898550725
Fibroblasts,8,Klf12,0.1105072463768116
Fibroblasts,9,Klf2,0.1068840579710145
Fibroblasts,10,Fli1,0.10144927536231885
Fibroblasts,11,Irf4,0.10144927536231885
Fibroblasts,12,Zbtb7c,0.09601449275362318
Fibroblasts,13,Creb5,0.08876811594202899
Fibroblasts,14,Pax5,0.08152173913043478
Fibroblasts,15,Foxn3,0.08152173913043478
Fibroblasts,16,Nfia,0.07427536231884058
Fibroblasts,17,Stat1,0.07246376811594203
Fibroblasts,18,Tcf4,0.07065217391304347
Fibroblasts,19,Mitf,0.06884057971014493
Fibroblasts,20,Npas3,0.06702898550724638
Fibroblasts,21,Sp4,0.06521739130434782
Fibroblasts,22,Mef2c,0.06340579710144928
Fibroblasts,23,Ehf,0.057971014492753624
Fibroblasts,24,Klf8,0.05615942028985507
Fibroblasts,25,Tfap2b,0.05434782608695652
Fibroblasts,26,Pou2f2,0.05253623188405797
Fibroblasts,27,Rora,0.05253623188405797
Fibroblasts,28,Prrx1,0.05253623188405797
Fibroblasts,29,Ahr,0.05253623188405797
Fibroblasts,30,Pparg,0.050724637681159424
Fibroblasts,31,Ebf3,0.04891304347826087
Fibroblasts,32,Pbx1,0.04891304347826087
Fibroblasts,33,Ppargc1a,0.04710144927536232
Fibroblasts,34,Nfib,0.04710144927536232
Fibroblasts,35,Mlxipl,0.04528985507246377
Fibroblasts,36,Bcl11b,0.043478260869565216
Fibroblasts,37,Elf5,0.03985507246376811
Fibroblasts,38,Egr1,0.03985507246376811
Fibroblasts,39,Prdm16,0.03804347826086957
Fibroblasts,40,Tbx15,0.03804347826086957
Fibroblasts,41,Bcl11a,0.036231884057971016
Fibroblasts,42,Klf4,0.036231884057971016
Fibroblasts,43,Fgf10,0.03260869565217391
Fibroblasts,44,Ror1,0.03260869565217391
Fibroblasts,45,Trp63,0.030797101449275364
Fibroblasts,46,Nfatc1,0.030797101449275364
Fibroblasts,47,Ikzf2,0.030797101449275364
Fibroblasts,48,Zbtb16,0.028985507246376812
Fibroblasts,49,Foxp1,0.02717391304347826
Fibroblasts,50,Mafb,0.02717391304347826
Myeloid_cells,1,Ets1,0.1721014492753623
Myeloid_cells,2,Tcf7l2,0.161231884057971
Myeloid_cells,3,Zbtb7c,0.1213768115942029
Myeloid_cells,4,Pbx3,0.11413043478260869
Myeloid_cells,5,Ehf,0.1105072463768116
Myeloid_cells,6,Stat1,0.1068840579710145
Myeloid_cells,7,Klf12,0.10507246376811594
Myeloid_cells,8,Ebf1,0.10507246376811594
Myeloid_cells,9,Pax5,0.10326086956521739
Myeloid_cells,10,Fli1,0.10144927536231885
Myeloid_cells,11,Zeb1,0.09601449275362318
Myeloid_cells,12,Elf5,0.09420289855072464
Myeloid_cells,13,Sp4,0.08695652173913043
Myeloid_cells,14,Egr1,0.08333333333333333
Myeloid_cells,15,Mef2c,0.08333333333333333
Myeloid_cells,16,Bcl11a,0.08152173913043478
Myeloid_cells,17,Mbd1,0.07789855072463768
Myeloid_cells,18,Ahr,0.07427536231884058
Myeloid_cells,19,Klf2,0.07246376811594203
Myeloid_cells,20,Nfib,0.07246376811594203
Myeloid_cells,21,Trp63,0.07246376811594203
Myeloid_cells,22,Nfia,0.07065217391304347
Myeloid_cells,23,Pou2f2,0.06702898550724638
Myeloid_cells,24,Npas3,0.06521739130434782
Myeloid_cells,25,Irf8,0.06521739130434782
Myeloid_cells,26,Rora,0.06521739130434782
Myeloid_cells,27,Mlxipl,0.06521739130434782
Myeloid_cells,28,Creb5,0.06159420289855073
Myeloid_cells,29,Spi1,0.059782608695652176
Myeloid_cells,30,Mafb,0.057971014492753624
Myeloid_cells,31,Hey2,0.05615942028985507
Myeloid_cells,32,Maf,0.05434782608695652
Myeloid_cells,33,Tcf4,0.05253623188405797
Myeloid_cells,34,Bcl11b,0.04891304347826087
Myeloid_cells,35,Pparg,0.04710144927536232
Myeloid_cells,36,Foxn3,0.04528985507246377
Myeloid_cells,37,Ppara,0.04528985507246377
Myeloid_cells,38,Ebf3,0.043478260869565216
Myeloid_cells,39,Pbx1,0.043478260869565216
Myeloid_cells,40,Nfatc2,0.041666666666666664
Myeloid_cells,41,Tfap2b,0.03985507246376811
Myeloid_cells,42,Klf4,0.03985507246376811
Myeloid_cells,43,Nfatc1,0.03985507246376811
Myeloid_cells,44,Tal1,0.03985507246376811
Myeloid_cells,45,Irf4,0.03804347826086957
Myeloid_cells,46,Zbtb16,0.03260869565217391
Myeloid_cells,47,Bach2,0.03260869565217391
Myeloid_cells,48,Fosl2,0.030797101449275364
Myeloid_cells,49,Stat4,0.030797101449275364
Myeloid_cells,50,Prdm16,0.030797101449275364
Pericytes/SMC,1,Zeb1,0.16771488469601678
Pericytes/SMC,2,Ebf1,0.16771488469601678
Pericytes/SMC,3,Sp4,0.15723270440251572
Pericytes/SMC,4,Hey2,0.1530398322851153
Pericytes/SMC,5,Ets1,0.1488469601677149
Pericytes/SMC,6,Stat1,0.14255765199161424
Pericytes/SMC,7,Klf2,0.14046121593291405
Pericytes/SMC,8,Nhlh1,0.13626834381551362
Pericytes/SMC,9,Zbtb7c,0.12159329140461216
Pericytes/SMC,10,Nfia,0.11530398322851153
Pericytes/SMC,11,Pbx3,0.1111111111111111
Pericytes/SMC,12,Fli1,0.1090146750524109
Pericytes/SMC,13,Tal1,0.1090146750524109
Pericytes/SMC,14,Tcf7l2,0.10482180293501048
Pericytes/SMC,15,Mlxipl,0.09224318658280922
Pericytes/SMC,16,Rora,0.0880503144654088
Pericytes/SMC,17,Foxn3,0.0859538784067086
Pericytes/SMC,18,Tcf4,0.07966457023060797
Pericytes/SMC,19,Bach2,0.07547169811320754
Pericytes/SMC,20,Tcf15,0.07127882599580712
Pericytes/SMC,21,Fosl2,0.06918238993710692
Pericytes/SMC,22,Prrx1,0.06708595387840671
Pericytes/SMC,23,Bcl11b,0.06708595387840671
Pericytes/SMC,24,Ebf3,0.06708595387840671
Pericytes/SMC,25,Foxp3,0.0649895178197065
Pericytes/SMC,26,Foxp1,0.0649895178197065
Pericytes/SMC,27,Nfib,0.06289308176100629
Pericytes/SMC,28,Klf12,0.06289308176100629
Pericytes/SMC,29,Klf8,0.05660377358490566
Pericytes/SMC,30,Mitf,0.05450733752620545
Pericytes/SMC,31,Egr1,0.05241090146750524
Pericytes/SMC,32,Trim28,0.050314465408805034
Pericytes/SMC,33,Nfatc2,0.050314465408805034
Pericytes/SMC,34,Zbtb16,0.050314465408805034
Pericytes/SMC,35,Tbx5,0.04821802935010482
Pericytes/SMC,36,Jdp2,0.04821802935010482
Pericytes/SMC,37,Mafa,0.04612159329140461
Pericytes/SMC,38,Pbx1,0.04612159329140461
Pericytes/SMC,39,Nfatc1,0.0440251572327044
Pericytes/SMC,40,Klf4,0.0440251572327044
Pericytes/SMC,41,Lyl1,0.0440251572327044
Pericytes/SMC,42,Pou2f2,0.0440251572327044
