cell_type,rank,gene,degree_centrality_all
Bcells,45,Lef1,0.03550295857988166
Bcells,46,Ikzf1,0.03353057199211045
Bcells,47,Zbtb16,0.03353057199211045
Bcells,48,Ar,0.03353057199211045
Bcells,49,Dock2,0.03353057199211045
Bcells,50,Tcf7,0.03155818540433925
DCs,1,Ets1,0.2838137472283814
DCs,2,Zeb1,0.23503325942350334
DCs,3,Stat1,0.2328159645232816
DCs,4,Tcf7l2,0.17960088691796008
DCs,5,Pbx3,0.17516629711751663
DCs,6,Fli1,0.1729490022172949
DCs,7,Rel,0.15521064301552107
DCs,8,Spi1,0.14634146341463414
DCs,9,Klf12,0.1419068736141907
DCs,10,Batf3,0.13968957871396895
DCs,11,Zbtb7c,0.13082039911308205
DCs,12,Klf2,0.1286031042128603
DCs,13,Npas2,0.12416851441241686
DCs,14,Prdm1,0.11529933481152993
DCs,15,Nfib,0.10643015521064302
DCs,16,Elf5,0.10421286031042129
DCs,17,Etv5,0.10421286031042129
DCs,18,Pou2f2,0.09534368070953436
DCs,19,Smad3,0.09534368070953436
DCs,20,Glis3,0.09312638580931264
DCs,21,Bcl11b,0.08425720620842572
DCs,22,Ehf,0.082039911308204
DCs,23,Bach2,0.082039911308204
DCs,24,Npas3,0.07982261640798226
DCs,25,Trp63,0.07982261640798226
DCs,26,Nfatc1,0.07760532150776053
DCs,27,Ahr,0.07538802660753881
DCs,28,Irf8,0.07317073170731707
DCs,29,Plag1,0.07095343680709534
DCs,30,Rora,0.06873614190687362
DCs,31,Pbx1,0.06873614190687362
DCs,32,Foxp1,0.06651884700665188
DCs,33,Nfatc2,0.0598669623059867
DCs,34,Egr3,0.0598669623059867
DCs,35,Creb5,0.057649667405764965
DCs,36,Runx3,0.05543237250554324
DCs,37,Mef2c,0.05543237250554324
DCs,38,Etv6,0.05321507760532151
DCs,39,Nfia,0.04878048780487805
DCs,40,Batf,0.04878048780487805
DCs,41,Ikzf1,0.04878048780487805
DCs,42,Ar,0.04656319290465632
DCs,43,Stat4,0.04656319290465632
DCs,44,Inpp4b,0.04434589800443459
DCs,45,Lef1,0.04434589800443459
DCs,46,Skap1,0.04212860310421286
DCs,47,Auts2,0.03991130820399113
DCs,48,Arhgap15,0.03991130820399113
DCs,49,Dock2,0.037694013303769404
DCs,50,Trps1,0.03547671840354767
Endothelials,1,Ets1,0.2556818181818182
Endothelials,2,Stat1,0.22916666666666666
Endothelials,3,Tcf7l2,0.17992424242424243
Endothelials,4,Fli1,0.16856060606060605
Endothelials,5,Klf12,0.16856060606060605
Endothelials,6,Ebf1,0.13446969696969696
Endothelials,7,Zeb1,0.11174242424242424
Endothelials,8,Pparg,0.10606060606060606
Endothelials,9,Zbtb7c,0.0946969696969697
Endothelials,10,Klf2,0.09090909090909091
Endothelials,11,Mef2c,0.09090909090909091
Endothelials,12,Ehf,0.08712121212121213
Endothelials,13,Batf,0.08333333333333333
Endothelials,14,Tcf4,0.07575757575757576
Endothelials,15,Nfib,0.07575757575757576
Endothelials,16,Ar,0.07386363636363637
Endothelials,17,Bcl11b,0.07386363636363637
Endothelials,18,Npas2,0.07386363636363637
Endothelials,19,Nfatc2,0.07386363636363637
Endothelials,20,Pbx3,0.07007575757575757
Endothelials,21,Mecom,0.07007575757575757
Endothelials,22,Npas3,0.06628787878787878
Endothelials,23,Elf5,0.06439393939393939
Endothelials,24,Pou2f2,0.06439393939393939
Endothelials,25,Etv5,0.06060606060606061
Endothelials,26,Bach2,0.06060606060606061
Endothelials,27,Glis3,0.058712121212121215
Endothelials,28,Nfatc1,0.058712121212121215
Endothelials,29,Foxp1,0.054924242424242424
Endothelials,30,Etv6,0.054924242424242424
Endothelials,31,Bcl11a,0.054924242424242424
Endothelials,32,Epas1,0.05113636363636364
Endothelials,33,Ebf3,0.04734848484848485
Endothelials,34,Pbx1,0.04734848484848485
Endothelials,35,Trp63,0.045454545454545456
Endothelials,36,Erg,0.043560606060606064
Endothelials,37,E2f7,0.043560606060606064
Endothelials,38,Rora,0.043560606060606064
Endothelials,39,Smad3,0.041666666666666664
Endothelials,40,Ahr,0.041666666666666664
Endothelials,41,Nfia,0.03977272727272727
Endothelials,42,Ikzf1,0.03977272727272727
Endothelials,43,Prdm1,0.03787878787878788
Endothelials,44,Ppara,0.03598484848484849
Endothelials,45,Rfx2,0.03598484848484849
Endothelials,46,Stat4,0.03598484848484849
Endothelials,47,Inpp4b,0.03598484848484849
Endothelials,48,Foxp3,0.03409090909090909
Endothelials,49,Runx3,0.03409090909090909
Endothelials,50,Ccnd3,0.03409090909090909
Epi_Ctr9+,1,Ebf1,0.22653061224489796
Epi_Ctr9+,2,Zeb1,0.21836734693877552
Epi_Ctr9+,3,Zbtb7c,0.17142857142857143
Epi_Ctr9+,4,Mlxipl,0.1653061224489796
Epi_Ctr9+,5,Pgr,0.15510204081632653
Epi_Ctr9+,6,Klf12,0.13673469387755102
Epi_Ctr9+,7,Tcf7l2,0.12653061224489795
Epi_Ctr9+,8,Ar,0.12448979591836734
Epi_Ctr9+,9,Glis3,0.11224489795918367
Epi_Ctr9+,10,Ets1,0.10408163265306122
Epi_Ctr9+,11,Pparg,0.1
Epi_Ctr9+,12,Batf,0.09387755102040816
Epi_Ctr9+,13,Ebf3,0.09183673469387756
Epi_Ctr9+,14,Trp63,0.08979591836734693
Epi_Ctr9+,15,Nfia,0.0836734693877551
Epi_Ctr9+,16,Stat1,0.07959183673469387
Epi_Ctr9+,17,Mef2c,0.07755102040816327
Epi_Ctr9+,18,Ahr,0.07346938775510205
Epi_Ctr9+,19,Ppara,0.07346938775510205
Epi_Ctr9+,20,Pbx3,0.07346938775510205
Epi_Ctr9+,21,Tbx21,0.07346938775510205
Epi_Ctr9+,22,Npas3,0.07142857142857142
Epi_Ctr9+,23,Etv5,0.07142857142857142
Epi_Ctr9+,24,Elf5,0.06326530612244897
Epi_Ctr9+,25,Ehf,0.06326530612244897
Epi_Ctr9+,26,Fli1,0.061224489795918366
Epi_Ctr9+,27,Bcl11a,0.061224489795918366
Epi_Ctr9+,28,Rora,0.05918367346938776
Epi_Ctr9+,29,Npas2,0.05918367346938776
Epi_Ctr9+,30,Gli2,0.05918367346938776
Epi_Ctr9+,31,Epas1,0.05918367346938776
Epi_Ctr9+,32,Plag1,0.05714285714285714
Epi_Ctr9+,33,Tfcp2l1,0.05714285714285714
Epi_Ctr9+,34,Smad3,0.05510204081632653
Epi_Ctr9+,35,E2f7,0.05510204081632653
Epi_Ctr9+,36,Pbx1,0.053061224489795916
Epi_Ctr9+,37,Prlr,0.04897959183673469
Epi_Ctr9+,38,Nfatc1,0.04693877551020408
Epi_Ctr9+,39,Zbtb16,0.04693877551020408
Epi_Ctr9+,40,Maf,0.04693877551020408
Epi_Ctr9+,41,Myb,0.04693877551020408
Epi_Ctr9+,42,Etv6,0.044897959183673466
Epi_Ctr9+,43,Creb5,0.04285714285714286
Epi_Ctr9+,44,Prdm1,0.04285714285714286
Epi_Ctr9+,45,Pou2f2,0.04285714285714286
Epi_Ctr9+,46,Nfib,0.04081632653061224
Epi_Ctr9+,47,Prdm5,0.04081632653061224
Epi_Ctr9+,48,Nfatc2,0.04081632653061224
Epi_Ctr9+,49,Bcl11b,0.036734693877551024
Epi_Ctr9+,50,Klf2,0.03469387755102041
Epi_Kit+Elf5+,1,Tcf7l2,0.30201342281879195
Epi_Kit+Elf5+,2,Stat1,0.16554809843400448
Epi_Kit+Elf5+,3,Klf2,0.1610738255033557
Epi_Kit+Elf5+,4,Prdm1,0.15212527964205816
Epi_Kit+Elf5+,5,Zeb1,0.14317673378076062
Epi_Kit+Elf5+,6,Ehf,0.14093959731543623
Epi_Kit+Elf5+,7,Ebf1,0.1319910514541387
Epi_Kit+Elf5+,8,Ets1,0.12751677852348994
Epi_Kit+Elf5+,9,Zbtb7c,0.12751677852348994
Epi_Kit+Elf5+,10,Elf5,0.12751677852348994
Epi_Kit+Elf5+,11,Nfia,0.12080536912751678
Epi_Kit+Elf5+,12,Creb5,0.116331096196868
Epi_Kit+Elf5+,13,Nfatc1,0.116331096196868
Epi_Kit+Elf5+,14,Klf12,0.11409395973154363
Epi_Kit+Elf5+,15,Bcl11a,0.10738255033557047
Epi_Kit+Elf5+,16,Tal1,0.10514541387024609
Epi_Kit+Elf5+,17,Rora,0.09172259507829977
Epi_Kit+Elf5+,18,Fli1,0.0894854586129754
Epi_Kit+Elf5+,19,Npas3,0.0894854586129754
Epi_Kit+Elf5+,20,Rel,0.0894854586129754
Epi_Kit+Elf5+,21,Ahr,0.087248322147651
Epi_Kit+Elf5+,22,Etv6,0.08501118568232663
Epi_Kit+Elf5+,23,Batf,0.08277404921700224
Epi_Kit+Elf5+,24,Glis3,0.07829977628635347
Epi_Kit+Elf5+,25,Nfib,0.07606263982102908
Epi_Kit+Elf5+,26,Nfatc2,0.0738255033557047
Epi_Kit+Elf5+,27,Mef2c,0.0738255033557047
Epi_Kit+Elf5+,28,Pbx3,0.0738255033557047
Epi_Kit+Elf5+,29,Pgr,0.06711409395973154
Epi_Kit+Elf5+,30,Zbtb16,0.06263982102908278
Epi_Kit+Elf5+,31,Erbb4,0.06040268456375839
Epi_Kit+Elf5+,32,Pbx1,0.06040268456375839
Epi_Kit+Elf5+,33,Pax5,0.058165548098434
Epi_Kit+Elf5+,34,Tcf4,0.05592841163310962
Epi_Kit+Elf5+,35,Id1,0.05592841163310962
Epi_Kit+Elf5+,36,Pou2f2,0.05592841163310962
Epi_Kit+Elf5+,37,Bach2,0.053691275167785234
Epi_Kit+Elf5+,38,Trp63,0.05145413870246085
Epi_Kit+Elf5+,39,Csmd1,0.05145413870246085
Epi_Kit+Elf5+,40,Foxp3,0.049217002237136466
Epi_Kit+Elf5+,41,Foxp1,0.049217002237136466
Epi_Kit+Elf5+,42,Ccnd3,0.04697986577181208
Epi_Kit+Elf5+,43,Ar,0.04697986577181208
Epi_Kit+Elf5+,44,Dclk1,0.0447427293064877
Epi_Kit+Elf5+,45,2610307P16Rik,0.042505592841163314
Epi_Kit+Elf5+,46,Ltbp1,0.042505592841163314
Epi_Kit+Elf5+,47,Trf,0.042505592841163314
Epi_Kit+Elf5+,48,Fam20a,0.042505592841163314
Epi_Kit+Elf5+,49,Kit,0.042505592841163314
Epi_Kit+Elf5+,50,Ccdc141,0.040268456375838924
Epi_proliferating,1,Ets1,0.16774193548387098
Epi_proliferating,2,Mef2c,0.16129032258064516
Epi_proliferating,3,Tcf7l2,0.1403225806451613
Epi_proliferating,4,Trp63,0.12741935483870967
Epi_proliferating,5,Stat1,0.12419354838709677
Epi_proliferating,6,Zeb1,0.12258064516129032
Epi_proliferating,7,Bcl11a,0.1064516129032258
Epi_proliferating,8,Zbtb7c,0.10483870967741936
Epi_proliferating,9,Pax5,0.10483870967741936
Epi_proliferating,10,Fli1,0.1
Epi_proliferating,11,Ehf,0.0935483870967742
Epi_proliferating,12,Ebf1,0.07741935483870968
Epi_proliferating,13,Elf5,0.07419354838709677
Epi_proliferating,14,Klf12,0.07096774193548387
Epi_proliferating,15,Spi1,0.06451612903225806
Epi_proliferating,16,Etv5,0.06129032258064516
Epi_proliferating,17,Pou2f2,0.06129032258064516
Epi_proliferating,18,Pgr,0.05967741935483871
Epi_proliferating,19,Tal1,0.056451612903225805
Epi_proliferating,20,Glis3,0.0532258064516129
Epi_proliferating,21,Tcf4,0.05161290322580645
Epi_proliferating,22,Nfib,0.05161290322580645
Epi_proliferating,23,Pbx3,0.05161290322580645
Epi_proliferating,24,Klf2,0.05
Epi_proliferating,25,Prdm5,0.04838709677419355
Epi_proliferating,26,Bcl11b,0.04838709677419355
Epi_proliferating,27,Npas2,0.04516129032258064
Epi_proliferating,28,Ar,0.04516129032258064
Epi_proliferating,29,Nfatc1,0.043548387096774194
Epi_proliferating,30,Gata2,0.043548387096774194
Epi_proliferating,31,Npas3,0.043548387096774194
Epi_proliferating,32,Bach2,0.04032258064516129
Epi_proliferating,33,Epas1,0.04032258064516129
Epi_proliferating,34,Nfia,0.04032258064516129
Epi_proliferating,35,Creb5,0.03870967741935484
Epi_proliferating,36,Maf,0.037096774193548385
Epi_proliferating,37,Rora,0.037096774193548385
Epi_proliferating,38,Irf8,0.035483870967741936
Epi_proliferating,39,Etv6,0.035483870967741936
Epi_proliferating,40,Ahr,0.03387096774193549
Epi_proliferating,41,Foxp1,0.03225806451612903
Epi_proliferating,42,Nfatc2,0.03225806451612903
Epi_proliferating,43,Tfcp2l1,0.03064516129032258
Epi_proliferating,44,Pbx1,0.02903225806451613
Epi_proliferating,45,Prdm1,0.027419354838709678
Epi_proliferating,46,Stat4,0.024193548387096774
Epi_proliferating,47,Gli3,0.024193548387096774
Epi_proliferating,48,Rbpj,0.024193548387096774
Epi_proliferating,49,Ikzf1,0.024193548387096774
Epi_proliferating,50,Smad3,0.024193548387096774
Fibroblasts,1,Zeb1,0.23293172690763053
Fibroblasts,2,Ebf1,0.2289156626506024
Fibroblasts,3,Ets1,0.20682730923694778
Fibroblasts,4,Tcf7l2,0.1706827309236948
Fibroblasts,5,Maf,0.1686746987951807
Fibroblasts,6,Klf12,0.14859437751004015
Fibroblasts,7,E2f7,0.12650602409638553
Fibroblasts,8,Fli1,0.12048192771084337
Fibroblasts,9,Pbx3,0.11847389558232932
Fibroblasts,10,Stat1,0.11044176706827309
Fibroblasts,11,Creb5,0.10040160642570281
Fibroblasts,12,Glis3,0.09437751004016064
Fibroblasts,13,Klf2,0.08433734939759036
Fibroblasts,14,Prdm5,0.0823293172690763
Fibroblasts,15,Nfia,0.08032128514056225
Fibroblasts,16,Plag1,0.08032128514056225
Fibroblasts,17,Mef2c,0.07630522088353414
Fibroblasts,18,Zbtb7c,0.07630522088353414
Fibroblasts,19,Bcl11a,0.07429718875502007
Fibroblasts,20,Ar,0.06626506024096386
Fibroblasts,21,Ebf3,0.0642570281124498
Fibroblasts,22,Npas3,0.0642570281124498
Fibroblasts,23,Pou2f2,0.06224899598393574
Fibroblasts,24,Tal1,0.06224899598393574
Fibroblasts,25,Tcf4,0.060240963855421686
Fibroblasts,26,Nfatc1,0.05823293172690763
Fibroblasts,27,Bcl11b,0.05823293172690763
Fibroblasts,28,Smad3,0.05622489959839357
Fibroblasts,29,Gli2,0.05421686746987952
Fibroblasts,30,Batf,0.05421686746987952
Fibroblasts,31,Etv6,0.05220883534136546
Fibroblasts,32,Prdm1,0.04819277108433735
Fibroblasts,33,Pbx1,0.04417670682730924
Fibroblasts,34,Trp63,0.04417670682730924
Fibroblasts,35,Foxp1,0.04417670682730924
Fibroblasts,36,Prrx1,0.04216867469879518
Fibroblasts,37,Ehf,0.040160642570281124
Fibroblasts,38,Egfr,0.040160642570281124
Fibroblasts,39,Zbtb16,0.040160642570281124
Fibroblasts,40,Rora,0.040160642570281124
Fibroblasts,41,Ahr,0.03815261044176707
Fibroblasts,42,Npas2,0.03815261044176707
Fibroblasts,43,Adamts12,0.03614457831325301
Fibroblasts,44,Tbx15,0.03614457831325301
Fibroblasts,45,Ikzf1,0.03413654618473896
Fibroblasts,46,Slit3,0.03413654618473896
Fibroblasts,47,Epas1,0.03413654618473896
Fibroblasts,48,Fgf10,0.03413654618473896
Fibroblasts,49,Pparg,0.0321285140562249
Fibroblasts,50,Pcdh7,0.0321285140562249
Myeloid_cells,1,Ets1,0.2239057239057239
Myeloid_cells,2,Stat1,0.1734006734006734
Myeloid_cells,3,Zeb1,0.13804713804713806
Myeloid_cells,4,Tcf7l2,0.12962962962962962
Myeloid_cells,5,Fli1,0.12457912457912458
Myeloid_cells,6,Mef2c,0.11447811447811448
Myeloid_cells,7,Spi1,0.1111111111111111
Myeloid_cells,8,Zbtb7c,0.10606060606060606
Myeloid_cells,9,Trp63,0.10606060606060606
Myeloid_cells,10,Maf,0.09764309764309764
Myeloid_cells,11,Pbx3,0.09595959595959595
Myeloid_cells,12,Klf2,0.08585858585858586
Myeloid_cells,13,Pax5,0.08585858585858586
Myeloid_cells,14,Klf12,0.08080808080808081
Myeloid_cells,15,Npas2,0.0723905723905724
Myeloid_cells,16,Irf8,0.0723905723905724
Myeloid_cells,17,Rel,0.06734006734006734
Myeloid_cells,18,Nfatc2,0.06565656565656566
Myeloid_cells,19,Etv5,0.06397306397306397
Myeloid_cells,20,Glis3,0.06060606060606061
Myeloid_cells,21,Batf3,0.05555555555555555
Myeloid_cells,22,Bcl11b,0.05555555555555555
Myeloid_cells,23,Nfib,0.05555555555555555
Myeloid_cells,24,Ehf,0.05387205387205387
Myeloid_cells,25,Bcl11a,0.05218855218855219
Myeloid_cells,26,Npas3,0.05218855218855219
Myeloid_cells,27,Nfatc1,0.05218855218855219
Myeloid_cells,28,Bach2,0.05218855218855219
Myeloid_cells,29,Runx3,0.050505050505050504
Myeloid_cells,30,Tal1,0.050505050505050504
Myeloid_cells,31,Creb5,0.050505050505050504
Myeloid_cells,32,Elf5,0.04882154882154882
Myeloid_cells,33,Ar,0.04713804713804714
Myeloid_cells,34,Pou2f2,0.04377104377104377
Myeloid_cells,35,Rbpj,0.04208754208754209
Myeloid_cells,36,Prdm5,0.04208754208754209
Myeloid_cells,37,Smad3,0.04208754208754209
Myeloid_cells,38,Ebf1,0.04040404040404041
Myeloid_cells,39,Batf,0.04040404040404041
Myeloid_cells,40,Prdm1,0.04040404040404041
Myeloid_cells,41,Tcf4,0.04040404040404041
Myeloid_cells,42,Pbx1,0.037037037037037035
Myeloid_cells,43,Stat4,0.037037037037037035
Myeloid_cells,44,Plag1,0.03367003367003367
Myeloid_cells,45,Foxp3,0.03367003367003367
Myeloid_cells,46,Ahr,0.03198653198653199
Myeloid_cells,47,Etv6,0.030303030303030304
Myeloid_cells,48,Gli3,0.02861952861952862
Myeloid_cells,49,Foxp1,0.02861952861952862
Myeloid_cells,50,Tgfbr1,0.026936026936026935
Pericytes/SMC,1,Zeb1,0.25201612903225806
Pericytes/SMC,2,Ebf1,0.2318548387096774
Pericytes/SMC,3,Pbx3,0.1935483870967742
Pericytes/SMC,4,Ets1,0.13306451612903225
Pericytes/SMC,5,Tcf7l2,0.12701612903225806
Pericytes/SMC,6,Mef2c,0.125
Pericytes/SMC,7,Trp63,0.12096774193548387
Pericytes/SMC,8,Npas2,0.11895161290322581
Pericytes/SMC,9,Stat1,0.11693548387096774
Pericytes/SMC,10,Etv5,0.11693548387096774
Pericytes/SMC,11,Ehf,0.11290322580645161
Pericytes/SMC,12,Npas3,0.1028225806451613
Pericytes/SMC,13,Zbtb7c,0.0967741935483871
Pericytes/SMC,14,Gata2,0.09475806451612903
Pericytes/SMC,15,Nr2f2,0.0846774193548387
Pericytes/SMC,16,Ahr,0.08266129032258064
Pericytes/SMC,17,Klf12,0.08064516129032258
Pericytes/SMC,18,Glis3,0.07862903225806452
Pericytes/SMC,19,Bcl11a,0.07862903225806452
Pericytes/SMC,20,Elf5,0.07056451612903226
Pericytes/SMC,21,Etv6,0.07056451612903226
Pericytes/SMC,22,Smad3,0.06653225806451613
Pericytes/SMC,23,Rfx2,0.06451612903225806
Pericytes/SMC,24,Fli1,0.06451612903225806
Pericytes/SMC,25,Klf2,0.06451612903225806
Pericytes/SMC,26,Tal1,0.0625
Pericytes/SMC,27,Plag1,0.06048387096774194
Pericytes/SMC,28,Gli2,0.05846774193548387
Pericytes/SMC,29,Creb5,0.056451612903225805
Pericytes/SMC,30,Ar,0.056451612903225805
Pericytes/SMC,31,Nfib,0.056451612903225805
Pericytes/SMC,32,Epas1,0.05241935483870968
Pericytes/SMC,33,Ebf3,0.05040322580645161
Pericytes/SMC,34,Bcl11b,0.04838709677419355
Pericytes/SMC,35,Foxp1,0.04435483870967742
Pericytes/SMC,36,Prdm5,0.04435483870967742
Pericytes/SMC,37,Pou2f2,0.04435483870967742
Pericytes/SMC,38,Egr3,0.04435483870967742
Pericytes/SMC,39,Zbtb16,0.04435483870967742
Pericytes/SMC,40,Pbx1,0.04233870967741935
Pericytes/SMC,41,Prrx1,0.04233870967741935
Pericytes/SMC,42,Batf,0.04233870967741935
Pericytes/SMC,43,Pparg,0.04233870967741935
Pericytes/SMC,44,Prdm1,0.04032258064516129
Pericytes/SMC,45,Nfatc2,0.04032258064516129
