cell_type,sample,rank,gene,degree_centrality_all
Pericytes/SMC,WT_DM,31,Zbtb16,0.043782837127845885
Pericytes/SMC,WT_DM,32,Nfatc3,0.043782837127845885
Pericytes/SMC,WT_DM,33,Gata3,0.040280210157618214
Pericytes/SMC,WT_DM,34,Pknox1,0.03852889667250438
Pericytes/SMC,WT_DM,35,Ctnna3,0.03677758318739054
Pericytes/SMC,WT_DM,36,Zfp740,0.03677758318739054
Pericytes/SMC,WT_DM,37,Tcf7l1,0.03677758318739054
Pericytes/SMC,WT_DM,38,Meis1,0.03502626970227671
Pericytes/SMC,WT_DM,39,Bach2,0.03502626970227671
Pericytes/SMC,WT_DM,40,Nfe2l2,0.03327495621716287
Pericytes/SMC,WT_DM,41,Nfix,0.03327495621716287
Pericytes/SMC,WT_DM,42,Pura,0.03152364273204904
Pericytes/SMC,WT_DM,43,Prrx1,0.03152364273204904
Pericytes/SMC,WT_DM,44,Nfat5,0.03152364273204904
Pericytes/SMC,WT_DM,45,Plcl1,0.0297723292469352
Pericytes/SMC,WT_DM,46,Pax5,0.0297723292469352
Pericytes/SMC,WT_DM,47,Foxp1,0.02626970227670753
Pericytes/SMC,WT_DM,48,Tfe3,0.02626970227670753
Pericytes/SMC,WT_DM,49,Dmd,0.02626970227670753
Pericytes/SMC,WT_DM,50,Cacnb2,0.02626970227670753
